name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wekweti,2015-10-31,-9,-16,-11.4,-10,-20.1,-13.7,-13.1,87.6,0,0,0,,0,0,,7.6,304.9,1003.9,95.9,13.3,28,2.4,1,,2015-10-31T09:16:40,2015-10-31T17:22:50,0.64,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-01,-10,-25,-14.5,-13,-29.1,-19,-16.7,83.4,0,0,0,,8,4.8,,13,6.3,1013,66.2,13.2,28.6,2.5,1,,2015-11-01T08:19:53,2015-11-01T16:19:34,0.67,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-02,-16,-28.9,-21.7,-16,-34.8,-26.3,-24.3,79.9,0,0,0,,0.6,8.2,,11.1,55.8,1017.3,45.1,14,29.8,2.5,2,,2015-11-02T08:23:07,2015-11-02T16:16:19,0.71,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-03,-7,-15,-10.1,-7,-16.5,-11,-11.5,90,0,0,0,,0.4,8.9,,9.4,108.9,1015.3,100,9.7,23.7,2.1,1,,2015-11-03T08:26:21,2015-11-03T16:13:05,0.75,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-04,-7,-18.9,-9.2,-8,-21.1,-10.8,-10.2,92.4,0,0,0,,0,8.6,,7.5,75.2,1013.3,92.3,12.3,25.5,2.1,1,,2015-11-04T08:29:36,2015-11-04T16:09:52,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-05,-10,-19,-14.1,-11,-22.2,-16.8,-15.8,87,0,0,0,,2,7.8,,11.1,254.8,1018.6,94.9,12.9,16.7,1.5,1,,2015-11-05T08:32:51,2015-11-05T16:06:41,0.8,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-06,-6,-17,-9.7,-12.1,-22.8,-16.3,-11.1,89.7,0,0,0,,1.2,9.8,51.8,33.4,139.4,1007.8,100,13,21.4,1.8,1,,2015-11-06T08:36:07,2015-11-06T16:03:31,0.84,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-07,-6,-15,-8,-9.6,-23.3,-14,-9.7,88.2,0,0,0,,1.2,10.4,33.5,22.3,65.9,996.3,83.3,9.2,18.5,1.6,1,,2015-11-07T08:39:23,2015-11-07T16:00:22,0.87,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-08,-16,-23,-20.2,-23.5,-32,-28.4,-22.6,81.1,0,0,0,,0.7,11.9,31.7,18.3,63.1,1020.1,25.7,14,20,1.8,1,,2015-11-08T08:42:39,2015-11-08T15:57:15,0.9,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-09,-5,-21,-11.4,-12.4,-28.8,-19.1,-12.9,88.3,0,0,0,,0,11.6,42.5,33.4,150.3,1012.5,100,10.8,15,1.3,1,,2015-11-09T08:45:56,2015-11-09T15:54:09,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-10,-2,-5,-4,-6.7,-12.7,-9.6,-5,92.9,0,0,0,,0,10.1,42.5,27.7,164.4,995.7,100,13.6,14.1,1.2,1,,2015-11-10T08:49:12,2015-11-10T15:51:04,0.97,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-11,-2,-8,-4,-2,-17.5,-9.7,-5,93.1,1.3,100,8.33,snow,3.2,11,57.5,37.1,342.9,982.8,100,5,18.6,1.5,1,,2015-11-11T08:52:29,2015-11-11T15:48:02,0,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-12,-7,-12,-9.3,-12,-19.6,-16.3,-11.2,86.7,0,0,0,,3.1,15.1,55.4,33.5,278.8,995.6,69.9,11.7,16,1.4,1,,2015-11-12T08:55:46,2015-11-12T15:45:01,0.04,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-13,-3,-11,-6.2,-7.2,-19.2,-12.7,-7.5,90.6,0,0,0,,0.7,16.7,35.3,25.9,221.4,985,100,11,12.9,1.1,1,,2015-11-13T08:59:03,2015-11-13T15:42:01,0.07,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-14,-11,-18,-14.1,-12,-25.9,-19.4,-15.9,86.3,0,0,0,,0,16.1,,16.5,10.4,1004.2,82.3,13.6,14.9,1.3,1,,2015-11-14T09:02:19,2015-11-14T15:39:04,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-15,-13,-18,-15.2,-16.6,-25.9,-22,-16.9,86.8,0,0,0,,0,15.8,,18.3,77.1,1016.3,100,14,11.1,0.8,1,,2015-11-15T09:05:36,2015-11-15T15:36:09,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-16,-13,-19,-16.6,-20.8,-29.7,-25.6,-19,81.9,0,0,0,,0.6,15.3,33.5,24.1,59.9,1010.9,46.9,11.6,7.9,0.7,1,,2015-11-16T09:08:51,2015-11-16T15:33:16,0.18,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-17,-14,-25,-20,-19,-31.8,-26.8,-22.3,82,0,0,0,,0.4,15.7,29.5,20.4,269.4,998.4,38.7,11.4,13.1,1.1,1,,2015-11-17T09:12:07,2015-11-17T15:30:25,0.21,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-18,-11,-14,-12,-18.7,-22.7,-20.7,-13.8,86.6,0,0,0,,0,15.1,38.9,27.6,271.8,1007.4,99.5,13.9,10.8,0.9,1,,2015-11-18T09:15:21,2015-11-18T15:27:36,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-19,-14,-20,-17.9,-21.6,-28.8,-26.2,-20,84.1,0,0,0,,0.6,15.2,,18.3,264.4,1017.2,77.7,14,10.6,0.9,1,,2015-11-19T09:18:35,2015-11-19T15:24:50,0.28,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-20,-15,-22,-18.5,-22.8,-31.4,-26.6,-20.8,82.2,0,0,0,,1,16.1,37.1,24.1,174.5,1016.8,93.3,13.5,13.1,1,1,,2015-11-20T09:21:48,2015-11-20T15:22:07,0.32,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-21,-11,-15,-13.1,-12,-24.2,-18.5,-14.7,88,0,0,0,,0.4,16.9,,20.5,176.7,1001.8,100,7,8.4,0.8,1,,2015-11-21T09:25:00,2015-11-21T15:19:26,0.35,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-22,-13,-28,-17.8,-16.6,-34.9,-23.4,-19.8,84.3,0,0,0,,0,17,,12.9,351.4,1011.3,60.4,11.3,9,0.8,1,,2015-11-22T09:28:11,2015-11-22T15:16:48,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-23,-20,-32,-26.4,-24,-40,-30.4,-29.3,76.1,0,0,0,,0,17,,9.3,23.7,1025.5,66.8,12.8,6,0.5,0,,2015-11-23T09:31:20,2015-11-23T15:14:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-24,-16,-21,-17.7,-18,-28.8,-23.5,-19.8,83.8,0,0,0,,0,16.6,,14.7,240.3,1025.1,80.3,12.9,6.7,0.6,0,,2015-11-24T09:34:27,2015-11-24T15:11:42,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-25,-14,-24,-18.6,-17.7,-31.6,-22.7,-20.8,82.5,0,0,0,,2,15.8,29.5,20.5,200.5,1020.8,58.6,11.2,7.1,0.7,1,,2015-11-25T09:37:33,2015-11-25T15:09:14,0.5,Partially cloudy,Clearing in the afternoon.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-26,-10,-19,-12.2,-11,-24.8,-16.5,-13.7,88,0,0,0,,1.2,6.6,27.7,16.5,171.2,1014.8,99.5,13.7,7.3,0.6,1,,2015-11-26T09:40:36,2015-11-26T15:06:49,0.53,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999,CYWE"
wekweti,2015-11-27,-6,-11,-8.8,-11.3,-17.4,-14.6,-9.8,92.2,0,0,0,,0,0,31.7,20.5,270,1014.8,99.5,10.2,7.2,0.8,1,,2015-11-27T09:43:37,2015-11-27T15:04:28,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-11-28,-9,-14,-12,-10,-21.6,-17.4,-13.5,89.3,0,0,0,,0,0,,14.8,96.2,1015.2,89.6,12.4,5.6,0.4,0,,2015-11-28T09:46:36,2015-11-28T15:02:12,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-11-29,-8,-13,-10.3,-12,-18.6,-15.4,-11.6,90.6,0,0,0,,0,0,27.7,18.4,253.4,1008.6,88.6,9.2,5.5,0.4,0,,2015-11-29T09:49:32,2015-11-29T14:59:59,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-11-30,-8,-15,-10.3,-12.6,-23.8,-17.3,-11.6,90.6,0,0,0,,0,0,29.5,20.5,73.9,1002.6,97.9,12.5,4.2,0.3,0,,2015-11-30T09:52:24,2015-11-30T14:57:51,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-01,-15,-24,-20.2,-20.9,-34.5,-28.8,-22.7,80.4,0,0,0,,0,0,29.5,20.5,65.2,1013.4,70.6,11.7,4.8,0.3,0,,2015-12-01T09:55:14,2015-12-01T14:55:48,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-02,-17,-18,-17.2,-24.1,-27.5,-25.8,-19.2,84.1,0,0,0,,0,0,27.7,20.5,70.8,1005.7,100,12.1,5.2,0.3,0,,2015-12-02T09:58:00,2015-12-02T14:53:49,0.72,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-03,-18,-19,-18.5,-23.4,-27.7,-25.8,-20.7,83.1,0,0,0,,0,0,,16.6,74.4,1008.2,99.5,11.3,3.9,0.3,0,,2015-12-03T10:00:41,2015-12-03T14:51:56,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-04,-16,-20,-18.5,-25,-30,-27.7,-21,80.7,0,0,0,,0,0,37.1,25.9,62.8,1010.4,99.5,13.6,3,0.3,0,,2015-12-04T10:03:19,2015-12-04T14:50:08,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-05,-16,-19,-17.5,-23.6,-28.3,-26.3,-20.4,78.6,0,0,0,,0,0,37.1,27.7,68.6,1011.6,76.2,14,3.8,0.3,0,,2015-12-05T10:05:52,2015-12-05T14:48:26,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-06,-14,-22,-18.5,-16,-30.1,-24.2,-20.7,82.5,0,0,0,,0,0,,14.8,77.1,1012.2,84.5,12.8,3.3,0.3,0,,2015-12-06T10:08:20,2015-12-06T14:46:49,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-07,-14,-17,-15.7,-20.4,-25.8,-23.7,-17.9,83.2,0,0,0,,0,0,29.5,20.5,73.4,1001.9,100,12.5,2.8,0.3,0,,2015-12-07T10:10:43,2015-12-07T14:45:19,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-08,-16,-28,-19.7,-16,-39.5,-26.9,-22.3,79.7,0,0,0,,0,0,,18.4,51.2,1002.1,58,10.9,3.1,0.3,0,,2015-12-08T10:13:00,2015-12-08T14:43:56,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE,remote"
wekweti,2015-12-09,-20,-29,-23.7,-30,-41.3,-35,-26.5,77.9,0,0,0,,0,0,33.5,25.9,81.2,1006.7,89,13.1,3.4,0.3,0,,2015-12-09T10:15:12,2015-12-09T14:42:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE,remote"
wekweti,2015-12-10,-14,-20,-15.7,-21.6,-30.1,-24.6,-18,82,0,0,0,,0,0,31.7,24.1,104.1,1008.6,100,12.3,1.3,0,0,,2015-12-10T10:17:17,2015-12-10T14:41:29,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-11,-15,-18,-16.4,-20.1,-25.3,-23.1,-18.9,81.1,0,0,0,,0,0,,14.8,98.7,1015.3,97.9,10.7,2.4,0.3,0,,2015-12-11T10:19:16,2015-12-11T14:40:27,0,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-12,-8,-15,-11.6,-14.6,-20.9,-18.1,-13.2,87.8,0,0,0,,0,0,27.7,18.4,94.8,1014.7,100,13.3,2.3,0.2,0,,2015-12-12T10:21:08,2015-12-12T14:39:32,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-13,-8,-10,-9.3,-10.9,-17.5,-15,-10.6,90.4,0,0,0,,0,0,31.7,20.5,107,1011.4,100,13.5,2.1,0.1,0,,2015-12-13T10:22:52,2015-12-13T14:38:46,0.08,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-14,-6,-12,-7.1,-7,-19.6,-11.6,-8,93.2,0,0,0,,0,0,27.7,18.4,176.3,1009.5,100,11,2.4,0.2,0,,2015-12-14T10:24:29,2015-12-14T14:38:07,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-15,-9,-12,-10.6,-9,-20.5,-15.4,-11.7,91.5,0,0,0,,0,0,31.7,20.5,331.5,1005.4,100,4.9,2.6,0.3,0,,2015-12-15T10:25:59,2015-12-15T14:37:36,0.16,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-16,-10,-21,-17.7,-18.3,-32.7,-27.9,-20.5,79.1,0,0,0,,0,0,44.6,29.5,34.6,1017.6,100,10.8,1.6,0.1,0,,2015-12-16T10:27:20,2015-12-16T14:37:14,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-17,-21,-24,-21.9,-27.1,-35,-31.2,-25.3,73.6,0,0,0,,0,0,31.7,20.5,63.4,1026.4,99.5,14,2.3,0.3,0,,2015-12-17T10:28:34,2015-12-17T14:37:01,0.23,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-18,-21,-30,-25.5,-29.3,-43.7,-35,-28.7,74.5,0,0,0,,0,0,,22.3,74,1025.3,57.8,14,2.3,0.2,0,,2015-12-18T10:29:38,2015-12-18T14:36:57,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-19,-21,-27,-22.9,-29.6,-38.8,-31.9,-25.6,78.8,0,0,0,,0,0,,18.4,112.6,1015,70.6,12.4,2.2,0.2,0,,2015-12-19T10:30:34,2015-12-19T14:37:01,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-20,-21,-24,-22.3,-21,-33.2,-28.3,-24.9,79.2,0,0,0,,0,0,,14.8,143.7,1001.9,94.8,14,2.2,0.2,0,,2015-12-20T10:31:22,2015-12-20T14:37:15,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-21,-19,-21,-20,-21,-28.9,-26.1,-22.5,80.8,0,0,0,,0,0,,13,28.7,998.8,100,13.8,2.3,0.2,0,,2015-12-21T10:32:00,2015-12-21T14:37:37,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-22,-20,-24,-21.7,-20,-31.3,-26.2,-24.5,78.7,0,0,0,,0,0,,13,46.4,1004.5,95.3,13.7,2.8,0.3,0,,2015-12-22T10:32:30,2015-12-22T14:38:09,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-23,-21,-27,-22.9,-27.1,-36.1,-31.3,-25.7,78.2,0,0,0,,0,0,,14.8,70.7,1013,100,13.4,2.8,0.3,0,,2015-12-23T10:32:50,2015-12-23T14:38:49,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CYWE"
wekweti,2015-12-24,-27,-30,-28,-27,-40,-33.9,-31.3,73.1,0,0,0,,0,0,,14.8,100.5,1021.7,83,8.3,1.9,0.2,0,,2015-12-24T10:33:02,2015-12-24T14:39:39,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-25,-29,-37,-32.4,-29,-47.1,-38,-36,70.1,0,0,0,,0,0,,13,250.6,1027.7,51.9,10.8,2.3,0.2,0,,2015-12-25T10:33:04,2015-12-25T14:40:37,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-26,-36,-44,-40.8,-36,-56.6,-48.4,-45.6,59.6,0,0,0,,0,0,,11.2,47.7,1037,26.7,12.3,3.3,0.3,0,,2015-12-26T10:32:58,2015-12-26T14:41:44,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-27,-32,-43,-35.5,-40,-55.4,-46.7,-39.7,65.5,0,0,0,,0,0,,16.6,60.7,1031.8,16.7,14,2.3,0.2,0,,2015-12-27T10:32:43,2015-12-27T14:43:00,0.57,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CYWE"
wekweti,2015-12-28,-28,-38,-32.2,-28,-45.7,-39.9,-36,69,0,0,0,,0,0,,14.8,145.5,1023.1,11.5,12.2,2.5,0.3,0,,2015-12-28T10:32:19,2015-12-28T14:44:24,0.61,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CYWE"
wekweti,2015-12-29,-18,-28,-24.5,-23,-37.6,-31,-27.2,78.2,0,0,0,,0,0,,18.4,222.9,1009.1,82.8,11.5,1.9,0.1,0,,2015-12-29T10:31:47,2015-12-29T14:45:56,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-30,-12,-17,-14,-13,-26.3,-20.8,-15.7,86.9,0,0,0,,0,0,,20.5,260.3,1010.9,85.1,12.6,3.4,0.3,0,,2015-12-30T10:31:07,2015-12-30T14:47:35,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CYWE"
wekweti,2015-12-31,-7,-19,-12.9,-10,-27.1,-17.8,-14.2,89.7,0,0,0,,0,0,33.5,25.9,265.9,1006.5,30.4,13.1,2.4,0.3,0,,2015-12-31T10:30:18,2015-12-31T14:49:23,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CYWE"
