name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wekweti,2015-01-01,-27.9,-35.9,-31.3,-34.9,-48.8,-43.4,-34.9,71.2,0,0,0,,0,0,,29.5,288.6,1023.1,3.3,14,4.1,0.3,0,,2015-01-01T10:29:08,2015-01-01T14:51:47,0.38,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-02,-22.9,-30.9,-26.8,-33.2,-42.4,-37.6,-30.4,71.4,0,0,0,,0,0,,22.3,318.9,1027.3,61,10.7,3.3,0.3,0,,2015-01-02T10:28:03,2015-01-02T14:53:50,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-03,-20.9,-29.9,-25.2,-31.8,-39.7,-35.5,-28.4,75.1,0,0,0,,0,0,,20.5,272.6,1034.7,57,12.5,3.5,0.3,0,,2015-01-03T10:26:50,2015-01-03T14:55:59,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-04,-18,-21.9,-19.4,-25.2,-30.7,-28,-22.3,77.1,0,0,0,,0,0,,20.5,308.3,1023.9,80.8,11.8,2.7,0.3,0,,2015-01-04T10:25:30,2015-01-04T14:58:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-05,-23.9,-34.9,-30,-29.9,-45.4,-37.8,-33.5,71.8,0,0,0,,0,0,,20.5,316.7,1030.1,9.6,12.3,5,0.4,0,,2015-01-05T10:24:04,2015-01-05T15:00:36,0.52,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-06,-20.9,-35.9,-27.2,-30.7,-45.8,-37.4,-30.3,74.7,0,0,0,,0,0,,20.5,258,1042.4,47.3,9.5,2.9,0.3,0,,2015-01-06T10:22:31,2015-01-06T15:03:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-07,-18,-24.9,-22.1,-28.4,-38.1,-33.5,-24.8,78.7,0,0,0,,0,0,,29.5,289.8,1033.8,39.5,8.2,3.8,0.3,0,,2015-01-07T10:20:52,2015-01-07T15:05:36,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-08,-22.9,-26.9,-25,-31.7,-41.3,-37.2,-27.9,76.3,0,0,0,,0,0,,35.3,295.6,1037.2,24.8,14,4.1,0.3,0,,2015-01-08T10:19:08,2015-01-08T15:08:13,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-09,-19.9,-30.9,-24.1,-25.9,-41.2,-32.3,-27.2,75.7,0,0,0,,0,0,,24.1,295.6,1026.1,18.6,13.8,5.7,0.4,0,,2015-01-09T10:17:17,2015-01-09T15:10:55,0.65,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-10,-23.9,-31.9,-29.1,-26.9,-43.1,-36.3,-32.3,73.8,0,0,0,,0,0,,16.6,253.7,1022.5,7.6,13.7,6.2,0.6,1,,2015-01-10T10:15:22,2015-01-10T15:13:40,0.68,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-11,-19.9,-31.9,-24.3,-25.9,-39.9,-31.4,-27.1,77.4,0.7,100,4.17,snow,0,0,,22.3,248.9,1022.2,65.7,13,2.9,0.3,0,,2015-01-11T10:13:21,2015-01-11T15:16:30,0.71,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,71020599999
wekweti,2015-01-12,-24.9,-34,-29.7,-24.9,-42.3,-32.4,-33.2,71.6,0,0,0,,0,0,,9.4,312.2,1023.3,42.8,14,4.3,0.3,0,,2015-01-12T10:11:16,2015-01-12T15:19:24,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-13,-26.9,-35.9,-32.4,-28.9,-47.8,-38.7,-36.3,68.3,0,0,0,,0,0,,14.8,52.5,1023.4,24,12.7,7.3,0.6,1,,2015-01-13T10:09:06,2015-01-13T15:22:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-14,-22.9,-34,-27.3,-22.9,-42.5,-34.4,-30.5,74.4,0,0,0,,0,0,,18.4,325.6,1019.4,40.9,11.1,6.3,0.6,0,,2015-01-14T10:06:51,2015-01-14T15:25:20,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-15,-25.9,-42.9,-35.2,-35.9,-52.7,-43.3,-39.4,65.6,0,0,0,,0,0,,18.4,86.5,1021.4,13.6,13.8,7.7,0.8,1,,2015-01-15T10:04:33,2015-01-15T15:28:23,0.84,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-16,-21.9,-25.9,-23.2,-33,-38.1,-35.2,-26,78.2,10.3,100,50,snow,0,0,,29.5,84,998.2,86.2,6.5,4.5,0.3,0,,2015-01-16T10:02:11,2015-01-16T15:31:28,0.88,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,71020599999
wekweti,2015-01-17,-22.9,-27.9,-25.2,-32,-40.6,-36.4,-28.4,74.5,0,0,0,,0,0,,24.1,99.8,1007.6,66.6,13.4,6.2,0.6,0,,2015-01-17T09:59:44,2015-01-17T15:34:35,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-18,-20.9,-24.9,-22,-28,-34.4,-30.5,-24.9,77.5,0,0,0,,0,0,,16.6,78,1004,90.6,13.5,8.3,0.8,1,,2015-01-18T09:57:15,2015-01-18T15:37:45,0.94,Overcast,Cloudy skies throughout the day.,cloudy,71020599999
wekweti,2015-01-19,-19,-24.9,-22.4,-22.9,-35.1,-29.3,-25.3,76.9,0.5,100,4.17,snow,0,0,,14.8,72.4,1015.7,58.3,11.4,10.7,0.9,1,,2015-01-19T09:54:42,2015-01-19T15:40:56,0.98,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,71020599999
wekweti,2015-01-20,-19.9,-34,-27.1,-21.9,-46.1,-35.1,-30.2,74.7,0,0,0,,0,0,,16.6,33.9,1025.8,12.3,13.8,12.3,1,1,,2015-01-20T09:52:06,2015-01-20T15:44:09,0,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-21,-15.9,-31.9,-21,-16.9,-45,-30.3,-23.7,79.1,0.5,100,4.17,snow,0,0,,31.7,109.3,1003.7,72.4,11.1,2.6,0.2,0,,2015-01-21T09:49:27,2015-01-21T15:47:24,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,71020599999
wekweti,2015-01-22,-18,-30.9,-23.8,-25.9,-40.9,-31.6,-27.1,73.7,0,0,0,,0,0,,20.5,332.1,1003.8,50.8,14,9.3,0.8,1,,2015-01-22T09:46:45,2015-01-22T15:50:40,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-23,-25.9,-33,-28.8,-38.1,-44.9,-40.6,-32.5,70.3,0,0,0,,0,0,,24.1,81.4,1016.9,58.2,14,10.4,0.9,1,,2015-01-23T09:44:00,2015-01-23T15:53:57,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-24,-19.9,-24.9,-22.4,-19.9,-37.3,-27.7,-25.2,77.5,0,0,0,,0,0,,22.3,93.2,1010.8,71,13.1,8.7,0.8,1,,2015-01-24T09:41:13,2015-01-24T15:57:15,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-25,-18,-20.9,-19.1,-18,-27.6,-23.3,-21.4,81.8,0,0,0,,0,0,,13,64.1,1006.4,90.7,11.5,10.2,0.8,1,,2015-01-25T09:38:24,2015-01-25T16:00:34,0.18,Overcast,Cloudy skies throughout the day.,cloudy,71020599999
wekweti,2015-01-26,-18,-30.9,-22.6,-18,-42.5,-32.6,-25.9,74.8,0,0,0,,0,0,,27.7,304.4,1009.9,48.7,11.7,10.9,0.9,1,,2015-01-26T09:35:32,2015-01-26T16:03:53,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-01-27,-31.9,-42.9,-36.6,-35.9,-54.2,-45.3,-40.8,64.7,0,0,0,,0,0,,16.6,255.2,1025.5,3.3,13.3,15.9,1.4,1,,2015-01-27T09:32:38,2015-01-27T16:07:13,0.25,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-28,-31.9,-43.9,-37.4,-42.9,-56.5,-49.4,-41.8,63.3,0,0,0,,0,0,,20.5,262.4,1031.3,0,12.9,18.1,1.5,1,,2015-01-28T09:29:42,2015-01-28T16:10:34,0.29,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-29,-27.9,-31.9,-30,-38.8,-45,-41.9,-33.8,70.4,0,0,0,,0,0,,22.3,269.3,1029.3,9.8,13.4,17.3,1.5,1,,2015-01-29T09:26:44,2015-01-29T16:13:55,0.32,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-30,-30.9,-38.9,-35.5,-33,-48.2,-43.5,-39.7,65.3,0,0,0,,0,0,,14.8,289.4,1040.4,0,13.8,23,1.9,1,,2015-01-30T09:23:44,2015-01-30T16:17:16,0.36,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-01-31,-25.9,-41.9,-33.5,-34,-53,-41.9,-37.4,67.4,0,0,0,,0,0,,16.6,248.8,1034.7,53.8,13.8,16.1,1.4,1,,2015-01-31T09:20:42,2015-01-31T16:20:37,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-01,-19.9,-27.9,-24.2,-28.3,-39.4,-34.1,-27.1,76.8,0,0,0,,0,0,,18.4,284.8,1023.4,59.7,11,9.8,0.8,1,,2015-02-01T09:17:39,2015-02-01T16:23:58,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-02,-28.9,-40.9,-33.5,-36.4,-47.8,-41.9,-37.4,67.5,0,0,0,,0,0,,16.6,312,1022.2,19.3,13,17.8,1.5,1,,2015-02-02T09:14:34,2015-02-02T16:27:19,0.46,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-03,-30.9,-44.9,-38.4,-34.9,-51.9,-42.1,-42.9,62.7,0,0,0,,0,0,,9.4,199.4,1024.1,23.4,11.8,22.4,2,1,,2015-02-03T09:11:27,2015-02-03T16:30:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-04,-22.9,-34.9,-28.9,-30.9,-41.6,-38.1,-32.4,71.4,0,0,0,,0,0,,27.7,291.5,1014.5,56.9,11.8,13.2,1.1,1,,2015-02-04T09:08:20,2015-02-04T16:34:01,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-05,-28.9,-36.9,-33.2,-38.7,-49.3,-46.4,-37.2,67,0,0,0,,0,0,,33.5,294.9,1022.3,9.8,13.1,29.1,2.6,2,,2015-02-05T09:05:10,2015-02-05T16:37:21,0.56,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-06,-36.9,-43.9,-40,-40.9,-54,-49.2,-44.7,60.7,0,0,0,,0,0,,14.8,52.2,1028.5,10.8,13.3,29,2.4,2,,2015-02-06T09:02:00,2015-02-06T16:40:41,0.59,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-07,-27.9,-36.9,-30.7,-27.9,-50.6,-41.5,-34.7,68.2,0,0,0,,0,0,,24.1,83.6,1017.8,96,8.9,14,1.3,1,,2015-02-07T08:58:48,2015-02-07T16:44:01,0.63,Overcast,Cloudy skies throughout the day.,cloudy,71020599999
wekweti,2015-02-08,-30.9,-38.9,-34.5,-30.9,-51.1,-45.6,-38.5,66.5,0,0,0,,0,0,,22.3,281.9,1023.3,23,12.9,34.6,3,2,,2015-02-08T08:55:35,2015-02-08T16:47:21,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-09,-35.9,-42.9,-39.2,-35.9,-54.2,-45.3,-43.9,60.9,0,0,0,,0,0,,9.4,269.9,1032.6,19.1,11.2,31,2.8,2,,2015-02-09T08:52:21,2015-02-09T16:50:39,0.69,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-10,-34.9,-40.9,-37.7,-36.9,-50.5,-44.5,-42.2,62.7,0,0,0,,0,0,,11.2,265.2,1039,27.3,12.2,38.7,3.4,2,,2015-02-10T08:49:05,2015-02-10T16:53:58,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-11,-27.9,-42.9,-35.2,-36.3,-51.6,-42,-39.6,64,0,0,0,,0,0,,16.6,103.2,1035.1,36.3,13,23.5,2.1,1,,2015-02-11T08:45:49,2015-02-11T16:57:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-12,-27.9,-38.9,-33.1,-34.9,-52.3,-43.1,-37.2,67,0,0,0,,0,0,,16.6,64.2,1028.9,24.4,14,40,3.4,2,,2015-02-12T08:42:32,2015-02-12T17:00:33,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-13,-24.9,-39.9,-34.2,-38.7,-53.8,-46.7,-38.7,63.1,0,0,0,,0,0,,33.5,100.9,1039.7,31.8,13.8,40.1,3.4,2,,2015-02-13T08:39:13,2015-02-13T17:03:49,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,71020599999
wekweti,2015-02-14,-20.9,-24.9,-22.5,-21.9,-37.7,-31.1,-26.5,70.3,1.6,100,12.5,snow,0,0,,25.9,165.7,1020,74.2,10.6,29,2.4,1,,2015-02-14T08:35:54,2015-02-14T17:07:06,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,71020599999
wekweti,2015-02-15,-23.9,-33,-26.9,-29.9,-42.3,-35.3,-31,68.4,0,0,0,,0,0,,16.6,306.6,1031.5,18.7,14,48.2,4,2,,2015-02-15T08:32:34,2015-02-15T17:10:21,0.89,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-16,-20.9,-35.9,-27.9,-25.9,-46.2,-36.7,-31.4,71.7,0,0,0,,0,0,,25.9,292.1,1038.9,6.1,13,40.7,3.5,2,,2015-02-16T08:29:14,2015-02-16T17:13:36,0.93,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-17,-24.9,-37.9,-31.2,-32.5,-48.2,-38.7,-34.9,70,0,0,0,,0,0,,16.6,56.3,1032.8,12.3,14,46.3,4,2,,2015-02-17T08:25:52,2015-02-17T17:16:50,0.96,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-18,-16.9,-29.9,-22.9,-23.6,-41.2,-31.5,-25.7,77.3,0,0,0,,0,0,,16.6,132.3,1021.9,75.4,12.3,33.5,2.8,2,,2015-02-18T08:22:30,2015-02-18T17:20:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-19,-16.9,-31.9,-22.5,-18,-42.9,-30.6,-25.7,74.9,0,0,0,,0,0,,22.3,54.7,1019.6,35.3,13,44.6,3.8,2,,2015-02-19T08:19:07,2015-02-19T17:23:16,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,71020599999
wekweti,2015-02-20,-25.9,-40.9,-33.7,-26.9,-47.3,-37.7,-37.8,66.9,0,0,0,,0,0,,13,55.6,1035.9,0,13.4,60.6,5.4,3,,2015-02-20T08:15:43,2015-02-20T17:26:28,0.06,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-21,-21.9,-39.9,-30.1,-23.9,-51.7,-35.9,-34.2,67.2,0,0,0,,0,0,,14.8,166.2,1037.1,19.8,13.6,40.9,3.5,2,,2015-02-21T08:12:19,2015-02-21T17:29:39,0.09,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-22,-12.9,-23.9,-18.2,-16.9,-30.6,-25.4,-20.4,82.5,0,0,0,,0,0,,20.5,245.3,1016.9,74.9,8.9,21.7,1.9,1,,2015-02-22T08:08:54,2015-02-22T17:32:50,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-23,-12.9,-28.9,-20.2,-22,-38.5,-29,-23.2,76.8,0,0,0,,0,0,,22.3,7.8,1026,20.5,13.8,67.1,5.7,3,,2015-02-23T08:05:28,2015-02-23T17:36:00,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-24,-22.9,-34.9,-28.3,-22.9,-43.4,-34.1,-32.2,69.8,0,0,0,,0,0,,18.4,54.3,1036.8,14.5,14,70.3,6.1,3,,2015-02-24T08:02:02,2015-02-24T17:39:09,0.2,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-25,-19,-37.9,-28.7,-23.9,-47,-33.8,-33,66.2,0,0,0,,0,0,,16.6,245.6,1039.5,3.3,14,70.7,6,3,,2015-02-25T07:58:36,2015-02-25T17:42:18,0.25,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-02-26,-12.9,-22.9,-18.6,-21.7,-32.6,-27.2,-21.5,78.6,0,0,0,,0,0,,22.3,282.5,1028.3,26.8,13.7,62.8,5.2,3,,2015-02-26T07:55:09,2015-02-26T17:45:26,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-27,-6.9,-19.9,-11.9,-13.3,-24.5,-19.6,-13.7,86,0,0,0,,0,0,,29.5,268.1,1016.2,84.8,10.5,42.1,3.7,2,,2015-02-27T07:51:41,2015-02-27T17:48:33,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-02-28,-13.9,-28.9,-21.3,-19,-34.1,-27.3,-25.1,71.1,0,0,0,,0,0,,18.4,320.8,1022.7,2.7,13.8,75.3,6.4,3,,2015-02-28T07:48:13,2015-02-28T17:51:40,0.33,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-01,-9.9,-30.9,-18.8,-18.2,-40.5,-26.7,-22,76.1,0,0,0,,0,0,,44.6,303.9,1015.3,81.4,8.3,22.6,2,1,,2015-03-01T07:44:44,2015-03-01T17:54:46,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-02,-20.9,-28.9,-25.4,-36,-41,-38.2,-30,65.4,0,0,0,,0,0,,44.6,313.8,1028,31.3,11,66.4,5.7,3,,2015-03-02T07:41:16,2015-03-02T17:57:52,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,71020599999
wekweti,2015-03-03,-23.9,-34.9,-29.3,-24.9,-43.4,-34.5,-33.1,69.8,0,0,0,,0,0,,14.8,263.7,1030.6,3.3,14,81.4,7,3,,2015-03-03T07:37:46,2015-03-03T18:00:57,0.43,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-04,-16.9,-34.9,-24.5,-24,-38.8,-31.4,-28.3,71.5,0,0,0,,0,0,,25.9,203.4,1015.7,59.4,12.7,72.8,6.3,3,,2015-03-04T07:34:17,2015-03-04T18:04:01,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,remote"
wekweti,2015-03-05,-10.9,-22.9,-15.1,-16.8,-32.6,-22.8,-17.2,83.5,0,0,0,,0,0,,22.3,271.7,1008.4,76,13,40.6,3.5,2,,2015-03-05T07:30:47,2015-03-05T18:07:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-06,-12.9,-27.9,-22.9,-20.3,-35.3,-27.9,-26.9,70.2,0,0,0,,0,0,,20.5,345.8,1018.1,28.1,14,87.8,7.7,4,,2015-03-06T07:27:16,2015-03-06T18:10:09,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-07,-15.9,-22.9,-18.2,-18,-28,-24.7,-21.4,76.2,0.7,100,4.17,snow,0,0,,20.5,297.9,1014,59.7,11,64.7,5.7,2,,2015-03-07T07:23:46,2015-03-07T18:13:12,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,71020599999
wekweti,2015-03-08,-8.9,-19.9,-14.1,-11.9,-26.8,-19.1,-16.3,83.1,0,0,0,,0,0,,13,185.1,1004.6,78.1,13,39.6,3.2,2,,2015-03-08T08:20:15,2015-03-08T19:16:14,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-09,-11.9,-23.9,-15.6,-15.4,-33.2,-22.3,-18.1,81.5,0,0,0,,0,0,,16.6,356.9,1009.4,70.8,13.7,72.5,6.3,2,,2015-03-09T08:16:43,2015-03-09T19:19:16,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-10,-22.9,-34.9,-27.9,-28.9,-43.4,-34,-31.7,70.7,0,0,0,,0,0,,13,276.8,1024.4,0,13.9,84.4,7.3,3,,2015-03-10T08:13:12,2015-03-10T19:22:18,0.67,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-11,-23.9,-35.9,-29.3,-24.9,-46.9,-35.9,-33.3,68.4,0,0,0,,0,0,,13,260.3,1030.8,0,14,98.6,8.6,4,,2015-03-11T08:09:40,2015-03-11T19:25:19,0.7,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-12,-19.9,-37.9,-27.5,-27.6,-45.8,-37.6,-31.2,70.9,0.5,100,4.17,snow,0,0,,27.7,72.3,1025.7,74.8,10.9,51.5,4.3,2,,2015-03-12T08:06:08,2015-03-12T19:28:20,0.74,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,71020599999
wekweti,2015-03-13,-7.9,-19,-14.3,-13.2,-26.4,-20.8,-16.6,82.5,0,0,0,,0,0,,16.6,122.5,1008.3,85.7,13.1,64.1,5.5,3,,2015-03-13T08:02:36,2015-03-13T19:31:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-14,-6.9,-24.9,-15.2,-6.9,-36.2,-23.8,-18.8,74.2,0,0,0,,0,0,,31.7,339,995.7,75.4,14,65,5.6,3,,2015-03-14T07:59:03,2015-03-14T19:34:20,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-15,-23.9,-34,-27.6,-36,-45.4,-39.9,-31.9,67.6,0,0,0,,0,0,,33.5,286.9,1013.7,33.3,13.6,110.2,9.5,4,,2015-03-15T07:55:31,2015-03-15T19:37:20,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71020599999,remote"
wekweti,2015-03-16,-20.9,-32.2,-26.8,-23.9,-46.2,-37,-31,68.3,0,0,0,,0,0,,24.1,273.2,1029.7,3.1,14,124.2,10.8,4,,2015-03-16T07:51:58,2015-03-16T19:40:20,0.88,Clear,Clear conditions throughout the day.,clear-day,"71020599999,remote"
wekweti,2015-03-17,-18,-38.9,-28.2,-23.6,-43.9,-32.6,-33.2,62.6,0,0,0,,0,0,,13,65.8,1033.1,11.5,14,131.6,11.4,5,,2015-03-17T07:48:25,2015-03-17T19:43:19,0.91,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-18,-15.9,-34.9,-26.2,-15.9,-40.5,-29.3,-31.4,62.7,0,0,0,,0,0,,13,23.2,1029.5,14.9,14,132.4,11.4,5,,2015-03-18T07:44:52,2015-03-18T19:46:18,0.94,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-19,-20.9,-34.9,-26.6,-24.9,-44.1,-33.1,-30.8,68.3,0,0,0,,0,0,,14.4,73,1030.2,14.4,14,125.6,10.7,4,,2015-03-19T07:41:18,2015-03-19T19:49:17,0.98,Clear,Clear conditions throughout the day.,clear-day,"71020599999,remote"
wekweti,2015-03-20,-16.9,-34,-25.3,-20.9,-37.8,-28.6,-30.8,61.9,0,0,0,,0,0,,11.2,85.1,1034.4,5.7,14,140.4,12.3,5,,2015-03-20T07:37:45,2015-03-20T19:52:16,0,Clear,Clear conditions throughout the day.,clear-day,"71020599999,remote"
wekweti,2015-03-21,-13.9,-33,-22.8,-13.9,-39.9,-25.8,-29.4,56.9,0,0,0,,0,0,,13,79.4,1033.4,0,14,140.4,12.2,5,,2015-03-21T07:34:11,2015-03-21T19:55:15,0.04,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-22,-11.9,-26.9,-19.9,-18,-35.1,-27.6,-25.1,64.3,0,0,0,,0,0,,18.4,62.2,1029.5,5.4,14,123.5,10.5,4,,2015-03-22T07:30:38,2015-03-22T19:58:14,0.08,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-23,-16.9,-24.9,-21.3,-25.7,-37.3,-31.8,-26.1,65.5,0,0,0,,0,0,,24.1,61.1,1024.8,6.5,14,130.1,11.3,5,,2015-03-23T07:27:04,2015-03-23T20:01:13,0.11,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-24,-16.9,-24.9,-21.4,-24.6,-36.8,-30.7,-25.4,70.8,0,0,0,,0,0,,20.5,60.7,1024.9,40.6,14,130.3,11.2,4,,2015-03-24T07:23:30,2015-03-24T20:04:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-25,-9.9,-25.9,-18.7,-14.2,-34.8,-25.4,-23.9,65.2,0,0,0,,0,0,,13,77.5,1026.2,7.3,14,126.1,10.8,5,,2015-03-25T07:19:56,2015-03-25T20:07:10,0.18,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2015-03-26,-3.9,-19.9,-11.4,-8.3,-28.9,-16.6,-14.7,76.7,0,0,0,,0,0,,14.8,113.5,1017.3,33.3,14,118.5,10.1,4,,2015-03-26T07:16:22,2015-03-26T20:10:08,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-27,-0.9,-11.9,-6.5,-4.9,-17.3,-10.2,-9.1,82.3,0,0,0,,0,0,,18.4,218.5,1002.8,29.8,14,91.6,8,3,,2015-03-27T07:12:48,2015-03-27T20:13:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-28,-6.9,-19,-11.7,-7.9,-25.6,-16.5,-13.7,85.1,0,0,0,,0,0,,20.5,340.9,1004.5,26.7,11.3,148.2,12.7,5,,2015-03-28T07:09:14,2015-03-28T20:16:06,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2015-03-29,-9.9,-23.9,-16.7,-15.6,-31.2,-22.5,-19.9,76.8,0,0,0,,0,0,,16.6,101.6,1013.5,46.2,13.6,144.5,12.5,5,,2015-03-29T07:05:40,2015-03-29T20:19:05,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
