name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wekweti,2014-03-23,-16.9,-22.9,-20.3,-25.2,-33.7,-29.3,-24.2,71.1,0,0,0,,0.6,31.4,35.3,22.3,337.8,1033.9,18.9,13.5,142.5,12.3,5,,2014-03-23T07:26:12,2014-03-23T20:01:56,0.75,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-24,-13.9,-27.9,-20.3,-18.9,-40.5,-29.3,-23.7,74.3,0,0,0,,1,32.1,,20.5,267.3,1031.2,26.2,14,109.5,9.3,4,,2014-03-24T07:22:38,2014-03-24T20:04:54,0.79,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-25,-13.9,-23.9,-20.2,-20.1,-36,-30.2,-23.8,73.4,0,0,0,,0.4,32.9,38.9,24.1,337.8,1022.3,26.6,14,136.6,11.8,5,,2014-03-25T07:19:04,2014-03-25T20:07:53,0.82,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-26,-18.9,-27.9,-22.8,-23.9,-36.3,-30.2,-26.4,73,0,0,0,,0,32.8,,20.4,315.8,1018.7,25.9,13.6,123.4,10.6,4,,2014-03-26T07:15:30,2014-03-26T20:10:52,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-27,-15,-28.9,-21.6,-22.2,-36.4,-28.6,-24.8,75.7,0,0,0,,0.6,32.3,,20.4,297.4,1017.7,38.7,14,124.8,10.9,4,,2014-03-27T07:11:56,2014-03-27T20:13:50,0.89,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-28,-15.9,-28.9,-20,-24,-41.9,-30.2,-23.5,73.8,0,0,0,,0.4,32.7,40.7,27.7,333.2,1010.9,64.5,12,103.5,8.8,3,,2014-03-28T07:08:22,2014-03-28T20:16:49,0.93,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-29,-25.9,-33.9,-29.9,-36.3,-45.7,-40.8,-34.9,62.3,0,0,0,,0,32.1,38.9,22.3,26.5,1024.6,0,14,165.9,14.4,5,,2014-03-29T07:04:48,2014-03-29T20:19:48,0.96,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-30,-19,-38.9,-28.1,-27.7,-38.9,-33,-33.2,62.8,0,0,0,,0,32,38.9,20.5,227.5,1029.6,19.9,14,167.1,14.4,5,,2014-03-30T07:01:13,2014-03-30T20:22:47,0,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-31,-15.9,-23,-20,-22,-32.5,-27.2,-25.5,61.7,0,0,0,,0,32,35.3,18.4,282.5,1017.2,41.9,14,118.2,10.1,4,,2014-03-31T06:57:39,2014-03-31T20:25:47,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-01,-21.9,-29.9,-25.9,-28.9,-38.1,-34.9,-30.2,67.3,0,0,0,,0,32,35.3,20.5,327.4,1022.5,17.9,13.2,135.6,11.8,5,,2014-04-01T06:54:05,2014-04-01T20:28:46,0.06,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-02,-20.9,-38.9,-28.8,-21.9,-48,-34.8,-34,62.2,0,0,0,,0,32,,11.1,290.9,1028.8,6.3,14,168.4,14.3,5,,2014-04-02T06:50:31,2014-04-02T20:31:46,0.1,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-03,-12.9,-35.8,-22.4,-21.5,-38.2,-27.7,-28.8,58.2,0,0,0,,0,32,33.5,22.3,163.5,1024.4,0,14,186.2,16,6,,2014-04-03T06:46:57,2014-04-03T20:34:46,0.13,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-04,-13.9,-19.9,-17.4,-21,-30.5,-26,-21.4,71.6,0,0,0,,1.2,32.4,37.1,25.9,42,1006.5,93.8,8.9,74.3,6.3,2,,2014-04-04T06:43:23,2014-04-04T20:37:46,0.16,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-05,-18.9,-26.9,-22.9,-20.9,-36,-30.5,-27.2,68.4,0,0,0,,0.7,33.7,31.3,16.6,57.9,1010.9,0,14,178.2,15.4,6,,2014-04-05T06:39:49,2014-04-05T20:40:47,0.19,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-06,-16.9,-30.9,-24.2,-23.2,-42.4,-32.8,-28.9,66.2,0,0,0,,0,33.1,,14.7,66.3,1015.7,0.6,14,196.1,16.9,6,,2014-04-06T06:36:15,2014-04-06T20:43:48,0.22,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-07,-8.9,-28.9,-19.6,-15.8,-37.5,-27.3,-25.7,60.2,0,0,0,,0,33,29.5,18.3,90.7,1016.8,14.4,14,187,16.1,6,,2014-04-07T06:32:41,2014-04-07T20:46:49,0.25,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-08,-6.9,-15.9,-10.6,-14,-24.4,-18.4,-13.5,79.7,3.1,100,20.83,snow,2.6,33.8,33.5,25.8,79.8,999.2,83.3,7.2,118.8,10.1,4,,2014-04-08T06:29:07,2014-04-08T20:49:50,0.29,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-09,-11.9,-23.9,-16.5,-19,-32.4,-25.9,-20.1,74.4,0,0,0,,1.5,36.8,40.7,27.7,60.5,1004.3,52.2,9.5,132,11.3,4,,2014-04-09T06:25:34,2014-04-09T20:52:53,0.32,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-10,-18.9,-31.9,-24.8,-21.9,-42.9,-31.3,-28.9,69.8,0,0,0,,0,36.8,,13,74.2,1019.7,0,14,191.1,16.3,6,,2014-04-10T06:22:00,2014-04-10T20:55:55,0.35,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-11,-12.9,-35.9,-23.7,-14.9,-35.9,-26.3,-28.2,67,0,0,0,,0,36.1,,18.3,280,1024,6.7,14,168.2,14.4,5,,2014-04-11T06:18:27,2014-04-11T20:58:58,0.39,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-12,-15.9,-23.9,-19.4,-20.9,-30.5,-24.9,-23.6,69.8,0,0,0,,0,35.8,,14.8,354.9,1029.6,28.6,12.9,151,13.1,4,,2014-04-12T06:14:53,2014-04-12T21:02:01,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-13,-9.9,-33.9,-20.4,-16.6,-38.1,-25,-25.4,66,0,0,0,,0.6,35.3,35.3,22.4,160.3,1033.1,0,14,201.1,17.2,6,,2014-04-13T06:11:20,2014-04-13T21:05:05,0.45,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-14,-6.9,-18.9,-13.6,-12.9,-27.7,-20.6,-19.7,61.1,0,0,0,,0.4,35.7,,18.3,83.4,1026.3,20.1,14,177.6,15.5,6,,2014-04-14T06:07:47,2014-04-14T21:08:09,0.48,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-15,-6.9,-24.9,-15.2,-10.6,-35.1,-21.3,-22.9,54.8,0,0,0,,0,34.9,,18.3,80.5,1032.5,0,14,229.8,19.8,6,,2014-04-15T06:04:15,2014-04-15T21:11:14,0.5,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-16,-1,-16,-8.7,-7,-22.8,-15,-17.2,51.1,0,0,0,,0,33.4,50,27.8,211.5,1024.9,7.6,13.7,218.8,18.8,6,,2014-04-16T06:00:42,2014-04-16T21:14:20,0.55,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-17,2.1,-12.9,-4.7,-3.4,-18.5,-9.3,-13.1,53.3,0,0,0,,0,31,55.4,29.5,198.8,1017.3,5.6,14,234.9,20.2,7,,2014-04-17T05:57:10,2014-04-17T21:17:26,0.59,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-18,4.1,-7.9,-1.8,0.4,-11.7,-5.3,-9.5,56.6,0,0,0,,0,29,42.5,27.8,182.4,1014,0,14,227.4,19.7,7,,2014-04-18T05:53:37,2014-04-18T21:20:32,0.62,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-19,2.1,-5.9,-1.5,1,-10.2,-4.4,-5.9,72.2,0,0,0,,0,25.3,,16.5,111.4,1011.5,33,14,181.8,15.6,5,,2014-04-19T05:50:05,2014-04-19T21:23:39,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-20,3,-3,-0.1,3,-6.1,-2,-3.4,79.7,0,0,0,,0,24.8,,9.4,65.2,1014.8,40.8,14,206.2,17.8,6,,2014-04-20T05:46:34,2014-04-20T21:26:47,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-21,1,-7.9,-4.7,1,-13.6,-8.9,-6.5,87.6,0,0,0,,1.2,24.5,,18.3,27.1,1021.2,48,12.6,215.1,18.8,6,,2014-04-21T05:43:02,2014-04-21T21:29:55,0.73,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-22,-6.9,-13.9,-9.9,-12.5,-22.4,-17.5,-11.8,86.4,0,0,0,,0.7,25.7,37.1,24.1,63.7,1025.8,58.6,8.5,171.7,14.9,5,,2014-04-22T05:39:31,2014-04-22T21:33:03,0.75,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-04-23,-8.9,-18.9,-13.7,-16.6,-29.2,-22.7,-16.8,77.9,0,0,0,,0,25.1,38.9,25.9,67.2,1030.3,4.6,14,248.2,21.4,7,,2014-04-23T05:36:01,2014-04-23T21:36:13,0.8,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-24,-4.9,-16.9,-11.2,-11.1,-27.1,-19.3,-16.7,65,0,0,0,,0,25,35.3,24.1,66.5,1028.7,0,14,251.5,21.9,7,,2014-04-24T05:32:30,2014-04-24T21:39:23,0.84,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-25,-3.9,-17.9,-11,-9.5,-27.4,-18.5,-15.6,69.6,0,0,0,,0,24.8,,20.5,67.8,1026,0,14,259.8,22.5,7,,2014-04-25T05:29:00,2014-04-25T21:42:33,0.87,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-26,2.1,-17.9,-8.2,-1.4,-26.4,-14,-13.4,67.8,0,0,0,,0,24.1,,18.3,79.5,1017.4,8.1,14,218.1,18.9,6,,2014-04-26T05:25:31,2014-04-26T21:45:44,0.91,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-27,7.1,-6.9,0.4,4.3,-12.8,-3.4,-4.2,71.9,0,0,0,,0,22.3,35.3,20.6,132.4,1007.2,62.7,13.8,152.4,13.2,5,,2014-04-27T05:22:01,2014-04-27T21:48:56,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-28,7.1,-0.9,3.4,5.3,-4.3,0.6,-0.3,78.4,0,0,0,,0,15,,16.5,185.7,1014.3,54,12.8,196.5,16.9,6,,2014-04-28T05:18:33,2014-04-28T21:52:08,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-29,10.1,-0.9,5.2,10.1,-3.5,3.4,-1.1,65.9,0,0,0,,0,3.8,33.5,18.4,188.4,1025.9,0,14,248.2,21.4,7,,2014-04-29T05:15:04,2014-04-29T21:55:21,0,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-04-30,9,2.1,4.8,6.6,-0.2,2.8,0.1,72.5,0.8,100,4.17,rain,0,0,29.5,29.3,165.9,1022.3,30.5,14,101.6,8.8,2,,2014-04-30T05:11:36,2014-04-30T21:58:34,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71020599999,CXLC,71680099999"
wekweti,2014-05-01,3.1,-11.9,-4,-1.9,-23,-11.9,-6.3,84.3,0,0,0,,0,0,74.2,42.3,330,1018.9,74.6,8,85.5,7.2,3,,2014-05-01T05:08:09,2014-05-01T22:01:48,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-02,-7.9,-14.9,-11.3,-10,-25.1,-18.7,-16.9,64.1,0,0,0,,0,0,53.6,35.3,8.5,1032.9,3.2,14,281.1,24.2,7,,2014-05-02T05:04:42,2014-05-02T22:05:02,0.11,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-03,-8.9,-16.9,-12.2,-12.9,-21.5,-17.4,-15.7,75.9,0,0,0,,0,0,31.3,20.5,73.1,1032.3,7.9,14,238.6,20.5,7,,2014-05-03T05:01:16,2014-05-03T22:08:17,0.14,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-04,-10.9,-17.9,-14,-19.1,-27.4,-22.5,-17.8,73.7,0,0,0,,0,0,40.7,25.9,84.2,1029.2,19.6,14,224.2,19.4,6,,2014-05-04T04:57:51,2014-05-04T22:11:32,0.18,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-05,-5.9,-18.9,-11.9,-11.7,-26.4,-18.7,-15.4,76.2,0,0,0,,0,0,,16.6,73.1,1028.4,0,14,268.9,23.1,7,,2014-05-05T04:54:26,2014-05-05T22:14:47,0.21,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-06,-0.9,-14.9,-7.3,-5.1,-21.6,-12.4,-11.9,70.1,0,0,0,,0,0,,16.5,101.8,1027.3,2.8,14,235,20.2,6,,2014-05-06T04:51:02,2014-05-06T22:18:03,0.25,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-07,1.1,-10.9,-4.2,-4.2,-17.8,-9.7,-8.5,73.3,0,0,0,,0,0,33.5,25.8,116.2,1022.7,0,14,279.8,24,7,,2014-05-07T04:47:39,2014-05-07T22:21:20,0.27,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-08,-0.9,-10,-4.9,-6.1,-17.4,-10.8,-7.2,84.2,0,0,0,,0,0,38.9,24.1,74.9,1018.8,11.3,14,251.9,21.8,6,,2014-05-08T04:44:16,2014-05-08T22:24:36,0.31,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-09,-1,-5,-3.4,-6.2,-11.6,-9.2,-5.8,83.4,0,0,0,,0,0,38,25.8,65.8,1019.2,49.4,14,220.6,19.1,5,,2014-05-09T04:40:54,2014-05-09T22:27:53,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-10,3.1,-6,-2.1,0.5,-11.3,-5.6,-4.7,83.8,0,0,0,,0,0,35.3,20.6,58.7,1025.3,15.8,11.4,242.4,21,6,,2014-05-10T04:37:34,2014-05-10T22:31:10,0.37,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-11,3,-4.9,-2.1,0.9,-9.5,-4.7,-4.4,85.2,0.2,100,8.33,rain,0,0,,14.8,45.5,1030.5,39.7,12.3,211.9,18.3,6,,2014-05-11T04:34:14,2014-05-11T22:34:27,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71020599999,CXLC,71680099999"
wekweti,2014-05-12,6.1,-6.9,-0.1,5.2,-9.7,-2.2,-5.4,70.1,0,0,0,,0,0,,16.5,229.9,1032.9,40.4,14,196.2,17,5,,2014-05-12T04:30:55,2014-05-12T22:37:44,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-13,11.1,0.1,6.3,11.1,-1.7,5.6,-2.8,53.7,0,0,0,,0,0,33.5,14.8,133.2,1028.7,13.5,14,269.8,23.3,7,,2014-05-13T04:27:37,2014-05-13T22:41:01,0.47,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-14,15.1,1.1,7.4,15.1,-5,5.6,-1.5,56.5,0,0,0,,0,0,56.3,38.6,251.6,1021,21.8,13.5,272.1,23.6,7,,2014-05-14T04:24:21,2014-05-14T22:44:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-15,5.1,-2.9,1.3,2.5,-8,-3,-4,69.5,1.5,100,8.33,"rain,snow",0,0,53.6,24.2,314.8,1029.2,42.8,12.6,285.9,24.7,7,,2014-05-15T04:21:06,2014-05-15T22:47:35,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"71020599999,CXLC,71680099999"
wekweti,2014-05-16,7.1,0,3.8,4.9,-2.7,0.7,-2,66.8,0,0,0,,0,0,37.1,20.5,300.9,1021.5,56.2,14,207.7,18.1,6,,2014-05-16T04:17:52,2014-05-16T22:50:52,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-05-17,5,-2.9,0.7,2.5,-8,-2.8,-2.1,82,2.6,100,12.5,"rain,snow",0,0,,18.4,135.7,1021.4,77.8,13,235.5,20.5,7,,2014-05-17T04:14:39,2014-05-17T22:54:08,0.61,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"71020599999,CXLC"
wekweti,2014-05-18,11,0,5.1,11,-3.5,3,1.4,78.8,0,0,0,,0,0,,14.8,128.8,1012,54.1,14,134,11.8,4,,2014-05-18T04:11:28,2014-05-18T22:57:24,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC"
wekweti,2014-05-19,16,2,9,16,-1.5,7.6,1.7,62.7,0,0,0,,0,0,,16.6,89.6,1012.7,21.3,14,221.1,19.3,6,,2014-05-19T04:08:19,2014-05-19T23:00:39,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71020599999,CXLC"
wekweti,2014-05-20,9.1,2,5.3,5.7,-3.2,1.1,1.2,75,0,0,0,,0,0,,31.7,79.6,1014.7,57.6,14,210.4,18.1,6,,2014-05-20T04:05:11,2014-05-20T23:03:53,0.71,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"71020599999,CXLC"
wekweti,2014-05-21,2.1,0.1,1.2,-3.2,-5.2,-4.3,0.4,94.5,1,100,4.17,"rain,snow",0,0,,31.7,70,1008.8,91.3,12.2,125.5,10.9,4,,2014-05-21T04:02:05,2014-05-21T23:07:06,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,71020599999
wekweti,2014-05-22,8.9,-0.9,1.3,8.9,-6.5,-2.6,0,91.6,0.1,100,4.17,rain,0,0,,20.5,73.2,1012.1,78.8,13,189.8,16.4,5,,2014-05-22T03:59:01,2014-05-22T23:10:19,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"71020599999,remote"
wekweti,2014-05-23,4.1,1.1,2.5,0.4,-2.3,-1,1.7,94.3,3.6,100,8.33,rain,0,0,,20.5,75.2,1011,86.9,13.3,124.9,10.9,4,,2014-05-23T03:56:00,2014-05-23T23:13:30,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,71020599999
wekweti,2014-05-24,4.1,0.1,2.1,0.6,-5.5,-2.5,-0.1,85.8,0,0,0,,0,0,,37.1,317.1,1008.7,64.7,10.4,163.5,14.1,4,,2014-05-24T03:53:00,2014-05-24T23:16:39,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-05-25,7.1,-1.9,2.4,4.9,-6.4,-0.2,-2.5,71.9,0,0,0,,0,0,,20.5,229.6,1017.5,25.4,13.6,290,25,7,,2014-05-25T03:50:03,2014-05-25T23:19:47,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-05-26,16.1,2.1,9.3,16.1,-0.7,8.3,2.6,64.3,1,100,8.33,rain,0,0,,18.4,145.3,1015.6,49.8,14,142.8,12.3,3,,2014-05-26T03:47:09,2014-05-26T23:22:54,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,71020599999
wekweti,2014-05-27,16.1,3.1,9.7,16.1,-0.6,8.3,4.1,71.1,0,0,0,,0,0,,16.6,62.6,1020.9,1,14,231.8,20.1,6,,2014-05-27T03:44:17,2014-05-27T23:25:58,0.96,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-05-28,19.1,3.1,11.5,19.1,-0.6,10.4,3,60.1,0,0,0,,0,0,,14.8,97.2,1020.8,14,14,275.5,23.8,6,,2014-05-28T03:41:29,2014-05-28T23:29:00,0,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-05-29,19.1,7.1,14,19.1,6.3,13.8,-0.4,39.3,0,0,0,,0,0,,25.9,135.8,1016.2,0,14,309.8,26.7,7,,2014-05-29T03:38:43,2014-05-29T23:31:59,0.03,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-05-30,17.1,4.1,11.9,17.1,0.9,11.2,1.7,53.1,0,0,0,,0,0,,27.7,52.8,1011.2,1.3,14,247.6,21.3,6,,2014-05-30T03:36:01,2014-05-30T23:34:55,0.06,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-05-31,17.1,2.1,11.1,17.1,0.6,11,2.6,59.1,0,0,0,,0,0,,18.4,239.9,1014.2,24.5,14,300.5,26,7,,2014-05-31T03:33:23,2014-05-31T23:37:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-06-01,22.1,8.1,14.1,22.1,6.4,13.9,3.8,50.8,0,0,0,,0,0,,31.7,252.7,1008.5,12.9,14,258.8,22.4,7,,2014-06-01T03:30:49,2014-06-01T23:40:38,0.13,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-06-02,10.1,1.1,5.6,10.1,-3.7,3,0.6,72.4,1.5,100,4.17,rain,0,0,,27.7,342.3,1014.6,39.1,13.2,271.3,23.4,7,,2014-06-02T03:28:19,2014-06-02T23:43:24,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,71020599999
wekweti,2014-06-03,3.1,-0.9,0.8,-0.3,-7,-3.8,-3.6,73.3,0,0,0,,0,0,,24.1,21.9,1022.9,40.8,14,277.5,24,7,,2014-06-03T03:25:54,2014-06-03T23:46:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-06-04,6.1,-3.9,1.1,2.8,-8.8,-2.6,-5.1,64.8,0,0,0,,0,0,,18.4,66.5,1024.5,40.7,13.8,286.6,24.5,7,,2014-06-04T03:23:34,2014-06-04T23:48:43,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-06-05,9.1,1.1,4.9,6.6,-2.7,2.1,-3.7,55.7,0,0,0,,0,0,,16.6,83.7,1022.1,42,14,277.8,24,6,,2014-06-05T03:21:19,2014-06-05T23:51:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,71020599999
wekweti,2014-06-06,10.1,1.1,6.4,10.1,-1.9,4.8,-3.8,50.8,0,0,0,,0,0,,18.4,79.5,1020.8,5.4,14,289.7,25.1,7,,2014-06-06T03:19:09,2014-06-06T23:53:41,0.29,Clear,Clear conditions throughout the day.,clear-day,71020599999
wekweti,2014-06-07,15,0.1,8.7,15,-1.7,8.2,-3.2,46.9,0,0,0,,0,0,,16.5,240,1020.4,12.8,14,348.9,30.1,8,,2014-06-07T03:17:06,2014-06-07T23:56:02,0.32,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-08,17.1,4.1,11.8,17.1,2.2,11.2,-3.3,38.4,0,0,0,,0,0,31.3,16.5,228.3,1015.3,2.4,14,344.7,29.6,8,,2014-06-08T03:15:10,2014-06-08T23:58:16,0.36,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-09,21.3,4.1,14.3,21.3,2.2,14,-2.2,35.9,0,0,0,,0,0,,18.3,160.7,1011,19.4,14,335.6,29,8,,2014-06-09T03:13:20,2014-06-10T00:00:23,0.39,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-10,20.3,7.1,14,20.3,5.3,13.8,0.5,41.9,0,0,0,,0,0,43.4,31.5,332.6,1011.2,23.5,13.7,258.9,22.3,6,,2014-06-10T03:11:38,2014-06-11T00:02:23,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-11,14.1,4.1,9.2,14.1,1.4,7.9,1,61.1,0,0,0,,0,0,,18.3,76.2,1019.4,1.5,14,352,30.4,8,,2014-06-11T03:10:04,2014-06-12T00:04:15,0.45,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-12,17,5.1,11.3,17,2.5,10.6,0.6,50.7,0,0,0,,0,0,,16.5,93.5,1021.4,1.6,13.7,356.9,30.7,8,,2014-06-12T03:08:38,2014-06-13T00:05:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-13,20,7.1,14.8,20,5.3,14.6,1.6,44.3,0,0,0,,0,0,38.9,22.3,198.4,1013.4,8.9,14,343.7,29.8,8,,2014-06-13T03:07:21,2014-06-14T00:07:32,0.52,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-14,19.1,10.1,14.9,19.1,10.1,14.9,6.1,56.9,0,0,0,,0,0,38.9,35,223.4,1004,58.3,14,161.5,13.9,5,,2014-06-14T03:06:13,2014-06-15T00:08:57,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-06-15,16.1,9.1,13.6,16.1,7.1,13.5,9,74.6,2,100,8.33,rain,0,0,38.9,20.6,55.1,1007.4,50.8,13.7,178.9,15.5,5,,2014-06-15T03:05:15,2014-06-16T00:10:12,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"71020599999,CXLC,71680099999"
