name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
wekweti,2014-01-11,-32.9,-39.9,-34.6,-32.9,-46.9,-40.9,-38.4,69,0,0,0,,0.4,20.5,,12.9,267.6,1003.3,26.2,14,6,0.6,0,,2014-01-11T10:12:51,2014-01-11T15:17:12,0.35,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-12,-26,-41.9,-33.2,-34.8,-52.9,-40.6,-36.9,69.3,0,0,0,,1.9,19.7,,12.9,76.8,1001.4,67,11.2,4.6,0.3,0,,2014-01-12T10:10:44,2014-01-12T15:20:06,0.38,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-13,-28.9,-38.9,-35.1,-28.9,-52.2,-44,-38.9,68.6,0,0,0,,1.2,21.8,,16.4,257.3,1008,5.7,14,7.4,0.6,1,,2014-01-13T10:08:33,2014-01-13T15:23:03,0.42,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-14,-17.9,-38.9,-29.3,-28.3,-50.4,-38.4,-32.5,73.6,0,0,0,,2,22.6,29.5,25.8,109.4,1009.8,57.6,12,5.5,0.4,0,,2014-01-14T10:06:18,2014-01-14T15:26:04,0.45,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-15,-16.9,-18.9,-17.9,-17.9,-30,-26.1,-19.7,86.2,0,0,0,,1.2,24.4,,24,311.5,1001.1,66.5,11.4,7.9,0.7,1,,2014-01-15T10:03:59,2014-01-15T15:29:07,0.5,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-16,-18.9,-22.9,-20.8,-20.9,-31.9,-28.2,-22.9,83.1,0,0,0,,4.4,24.6,,22.2,50.4,1016,85.9,13,7.6,0.8,1,,2014-01-16T10:01:35,2014-01-16T15:32:13,0.52,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-17,-17.9,-22.9,-19.8,-24.7,-31.2,-27.8,-21.9,83.5,0.8,100,4.17,snow,2.6,29.1,,24,33.1,1013.9,90.8,8.9,6.6,0.6,1,,2014-01-17T09:59:08,2014-01-17T15:35:21,0.55,"Snow, Overcast",Cloudy skies throughout the day with morning snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-18,-22.9,-32.9,-29.8,-31.2,-48.9,-43.1,-33.9,67.7,0,0,0,,0,27.9,41.6,31.6,74.4,1017.9,92.8,13.1,4.1,0.3,0,,2014-01-18T09:56:38,2014-01-18T15:38:31,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"71020599999,CXLC,71680099999"
wekweti,2014-01-19,-27,-30.9,-29.1,-37.6,-46.7,-41.6,-32.9,69.4,0.6,100,4.17,snow,0,27.1,43.4,29.5,112.4,1023,93.2,7.9,5.8,0.5,0,,2014-01-19T09:54:04,2014-01-19T15:41:43,0.62,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-20,-21,-27,-23.8,-28.8,-37.6,-33.2,-26.3,79.6,0.6,100,4.17,snow,0,27,27.7,16.6,252.6,1023.7,63.1,11.5,5.3,0.5,0,,2014-01-20T09:51:27,2014-01-20T15:44:56,0.66,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-21,-23.9,-32.9,-30.1,-31.6,-44.1,-38.7,-33.3,73.6,0,0,0,,0,26.6,,12.9,74.1,1033.3,3.1,14,13.5,1.2,1,,2014-01-21T09:48:48,2014-01-21T15:48:11,0.69,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-01-22,-19.9,-30.9,-23.4,-27.7,-39.9,-32.9,-25.5,82.4,0,0,0,,0,9.5,35.3,22.2,198.4,1019.4,64.7,13.6,4.6,0.4,0,,2014-01-22T09:46:05,2014-01-22T15:51:27,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-01-23,-10.9,-21.9,-17.1,-19.1,-31.9,-25.1,-18.8,86.3,0,0,0,,0,0,,23.9,329.8,1014.2,78,12.5,10,0.8,1,,2014-01-23T09:43:20,2014-01-23T15:54:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-01-24,-21.9,-29.9,-25.7,-25.9,-39.2,-31.7,-28.4,78.4,0,0,0,,28.9,17.5,,18.3,70,1023.2,53.2,13.5,15.2,1.2,1,,2014-01-24T09:40:32,2014-01-24T15:58:03,0.79,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-25,-20,-34,-26.5,-21.9,-45.7,-36,-30.1,71.4,1,100,8.33,snow,1.2,29.2,45.4,27.7,353.5,1024.6,27.4,10.3,16.3,1.3,1,,2014-01-25T09:37:42,2014-01-25T16:01:22,0.83,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-26,-30,-36.9,-33.1,-30,-48.6,-39.3,-36.5,71.4,0,0,0,,0,27,,14.8,254,1041.5,11.9,12.6,18.1,1.5,1,,2014-01-26T09:34:50,2014-01-26T16:04:42,0.86,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-01-27,-25,-33,-28.8,-25,-38.2,-32.9,-31.9,75,0,0,0,,0.6,26.3,,12.9,158,1031.5,53.3,14,7.7,0.7,0,,2014-01-27T09:31:55,2014-01-27T16:08:02,0.89,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-28,-21,-26.9,-23.7,-23,-34.4,-31.4,-26.1,80.8,0,0,0,,0.4,26.5,35.3,20.6,47.7,1022.5,32.1,13,19.9,1.7,1,,2014-01-28T09:28:59,2014-01-28T16:11:22,0.93,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-29,-23,-28.9,-25.9,-30.4,-38.7,-34.6,-28.5,78.9,0,0,0,,0,25.1,,18.3,337,1025.9,40,13.6,16.5,1.4,1,,2014-01-29T09:26:00,2014-01-29T16:14:43,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-01-30,-16,-25,-19.5,-21.1,-36.8,-28,-21.4,84.6,0,0,0,,0.6,25.2,,24,288.6,1012.7,61.3,13.3,10.7,1,1,,2014-01-30T09:23:00,2014-01-30T16:18:04,0,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-01-31,-16,-20,-18.7,-19,-29.4,-26.3,-20.4,86.4,0,0,0,,0.4,25.7,33.3,24.1,319,1017.4,65,13.1,17.8,1.5,1,,2014-01-31T09:19:58,2014-01-31T16:21:25,0.03,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-01,-18,-23.9,-20.8,-25.2,-33.2,-29.6,-22.9,83.4,0,0,0,,1.2,25.5,37.1,25.7,327.3,1019.3,62.6,13.1,21.4,1.9,1,,2014-02-01T09:16:54,2014-02-01T16:24:47,0.06,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-02,-17,-20,-18.1,-23.7,-30.8,-28.1,-20.2,83,0,0,0,,0.7,26.5,51.8,27.7,345.1,1025.1,63.3,10.3,17.4,1.4,1,,2014-02-02T09:13:48,2014-02-02T16:28:08,0.1,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-03,-18,-24,-21.1,-23,-32.5,-28.6,-23.6,80.1,0,0,0,,0,24.9,38.9,20.5,329.6,1041.4,48.4,13.9,22.9,2.1,1,,2014-02-03T09:10:42,2014-02-03T16:31:29,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-04,-17,-24.9,-19.7,-25.6,-35,-29,-22,81.5,0,0,0,,0,24.1,33.5,22.3,281.6,1044.1,40,13.8,21,1.9,1,,2014-02-04T09:07:33,2014-02-04T16:34:49,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-05,-18,-23,-21.1,-26.8,-33.7,-30.8,-23.3,82.4,0,0,0,,0,23.8,,22.2,262,1034.9,86.8,12.5,12.7,1,1,,2014-02-05T09:04:24,2014-02-05T16:38:10,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-06,-17,-23,-20.6,-18,-31.2,-27,-22.7,83.1,0,0,0,,0,23.1,,20.4,7.4,1019.3,45,12.3,29.6,2.5,2,,2014-02-06T09:01:13,2014-02-06T16:41:30,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-07,-22,-33.9,-27.5,-28,-37.5,-32.7,-30.4,75.9,0,0,0,,0.6,23.2,,13,24,1030,7.1,14,33.7,2.9,2,,2014-02-07T08:58:01,2014-02-07T16:44:49,0.26,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-08,-28.9,-37.9,-33.9,-28.9,-45,-37.7,-37.3,70.9,0,0,0,,0.4,23.7,,14.7,259.6,1035.5,20.7,14,25,2.2,1,,2014-02-08T08:54:47,2014-02-08T16:48:09,0.29,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-09,-27.9,-32.9,-31,-39.9,-46.2,-43.5,-34.3,73.1,0,0,0,,0,23.1,,22.2,265.7,1029.1,6.8,13.3,33.7,2.9,2,,2014-02-09T08:51:33,2014-02-09T16:51:27,0.33,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-10,-26.9,-32.9,-30,-37.5,-46.2,-41.4,-33.1,74.2,0,0,0,,0.6,23.2,,20.5,271.2,1021.4,54.7,8,23,2,1,,2014-02-10T08:48:17,2014-02-10T16:54:46,0.36,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-11,-28.9,-37.9,-32.7,-33.9,-49.2,-42.3,-36.1,71.8,0,0,0,,1,24.1,,16.4,270.9,1020.6,27.2,13.9,36,3.1,2,,2014-02-11T08:45:01,2014-02-11T16:58:03,0.39,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-12,-28,-38.9,-32.7,-29,-49.2,-37.3,-36.4,69.8,0,0,0,,0.4,24.9,,14.7,65.8,1016.9,21.6,13.4,38.3,3.3,2,,2014-02-12T08:41:43,2014-02-12T17:01:21,0.43,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-13,-27.9,-33,-30.8,-36.3,-45.6,-41,-34.1,72.8,0,0,0,,0,25,,18.3,59.2,1014.2,30.1,13.4,42.6,3.7,2,,2014-02-13T08:38:25,2014-02-13T17:04:37,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-14,-24.9,-34,-29.5,-34.3,-45.3,-39.5,-32.6,74.3,0,0,0,,1.2,25.4,27.7,16.6,84.8,1014.5,35.3,14,35.5,3,2,,2014-02-14T08:35:05,2014-02-14T17:07:53,0.5,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-15,-19.9,-28.9,-23.3,-25.7,-37.5,-31.5,-25.7,80.9,0.7,100,4.17,snow,1.9,27.3,31.3,20.4,212.8,1005.7,66.2,11.8,24.8,2.3,1,,2014-02-15T08:31:45,2014-02-15T17:11:08,0.53,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-16,-23.9,-26.9,-25.4,-24.9,-39.8,-33.6,-28,79,0,0,0,,0.7,28.9,,22.3,68,1005.3,38.1,13,52.5,4.6,2,,2014-02-16T08:28:24,2014-02-16T17:14:23,0.56,Partially cloudy,Clearing in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-17,-20.9,-27.9,-23.5,-20.9,-39.3,-31.6,-26.1,79.4,3.7,100,12.5,snow,0,29,,22.2,66.9,1003.1,75.9,9.7,20.7,1.7,1,,2014-02-17T08:25:03,2014-02-17T17:17:37,0.6,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-18,-21.1,-23.9,-22.7,-29.2,-34.7,-32.3,-25.7,76.8,0,0,0,,0.6,29.2,,22.3,51,1006.4,99.5,10.9,18.8,1.5,1,,2014-02-18T08:21:40,2014-02-18T17:20:50,0.63,Overcast,Cloudy skies throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-19,-22.9,-29,-25.6,-27.9,-38.4,-34.2,-28.9,74,0,0,0,,0.4,29.9,,16.5,55,1011.1,54.7,12.3,31.5,2.7,1,,2014-02-19T08:18:17,2014-02-19T17:24:02,0.67,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-20,-28.9,-34,-31.5,-39.6,-45.4,-42.3,-35.4,68.2,0,0,0,,0,30,,16.5,61.1,1023.2,7.3,14,42.1,3.6,2,,2014-02-20T08:14:53,2014-02-20T17:27:14,0.7,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-21,-28,-35,-32.4,-37.3,-46.6,-42.8,-35.9,70.5,0,0,0,,0,29.8,,16.5,61.2,1032.8,0,14,37.4,3.3,2,,2014-02-21T08:11:29,2014-02-21T17:30:25,0.74,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-22,-24.9,-36.9,-32.9,-26.9,-40.5,-34.9,-36.7,68.9,0,0,0,,0.6,29.3,,7.6,293.9,1040.7,10.4,14,63.2,5.5,3,,2014-02-22T08:08:04,2014-02-22T17:33:36,0.75,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-23,-24.9,-39.9,-31.7,-31.8,-50.5,-39.4,-35,72,0,0,0,,0.4,29.7,,18.3,291.6,1034.8,7.6,14,62.6,5.4,3,,2014-02-23T08:04:38,2014-02-23T17:36:46,0.81,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-02-24,-27.8,-38.9,-32.8,-27.9,-44.6,-38.3,-36.5,69.7,0,0,0,,0,29.1,,14.8,313.7,1038.7,0,14,70.6,6.1,3,,2014-02-24T08:01:12,2014-02-24T17:39:55,0.84,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-25,-20.9,-32.9,-27.6,-27.1,-42.3,-34.9,-31,72.4,0,0,0,,0,29,,13,318.7,1029.6,10.6,14,71.7,6.3,3,,2014-02-25T07:57:45,2014-02-25T17:43:04,0.88,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-26,-26,-37.9,-31.1,-27.9,-48.2,-37.1,-34.7,70.5,0,0,0,,0,29,,13,87.7,1029.3,22.2,12.5,59.2,5.1,3,,2014-02-26T07:54:18,2014-02-26T17:46:11,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-27,-27.9,-35.9,-32.1,-33.9,-49.5,-42.1,-36.5,65,0,0,0,,0,29,31.3,20.5,29.2,1033.6,3.7,14,79.9,6.9,3,,2014-02-27T07:50:50,2014-02-27T17:49:19,0.95,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-02-28,-29.9,-43.9,-36.5,-29.9,-51.6,-38.8,-41,63.4,0,0,0,,0,29,,7.6,293.8,1045.8,0,12.7,82.7,7.1,3,,2014-02-28T07:47:22,2014-02-28T17:52:25,0.98,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-01,-24.9,-41.9,-34.4,-24.9,-50.4,-38.5,-38.5,66.3,0,0,0,,0,29,,9.3,325.2,1043.5,0,13.7,84.5,7.2,3,,2014-03-01T07:43:53,2014-03-01T17:55:31,0,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-02,-22,-40.9,-32.3,-22,-49.3,-35.9,-36.6,65.8,0,0,0,,0,29,,11.1,49.2,1039.8,4.2,13.4,88.3,7.6,3,,2014-03-02T07:40:24,2014-03-02T17:58:37,0.05,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-03,-18.9,-38.9,-28.5,-23,-48,-32.1,-32.5,68.7,0,0,0,,0.6,29.2,,9.3,182.2,1032.7,0,14,89.7,7.8,3,,2014-03-03T07:36:55,2014-03-03T18:01:42,0.08,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-04,-17.9,-31.9,-24.8,-17.9,-38.7,-26.7,-28.4,72.5,0,0,0,,0.4,29.7,,9.3,221.2,1028.8,0,14,90.7,7.9,4,,2014-03-04T07:33:25,2014-03-04T18:04:46,0.11,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-05,-17.9,-37.9,-28,-17.9,-44.6,-30.2,-31,75.8,0,0,0,,0,29.1,,9.3,53.2,1023.7,3.2,12.4,92.4,7.9,4,,2014-03-05T07:29:55,2014-03-05T18:07:50,0.14,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-06,-22.9,-33.9,-28.8,-30.9,-41.8,-36,-31.7,76,0,0,0,,0,28.8,,22.3,279.8,1020.8,46,11.6,77.8,6.7,3,,2014-03-06T07:26:25,2014-03-06T18:10:53,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-07,-20.9,-31.9,-26.6,-24.9,-42.4,-35.3,-29.5,76.7,0,0,0,,0,28.1,31.3,22.3,256.8,1020.4,15.9,13.5,76.1,6.5,3,,2014-03-07T07:22:54,2014-03-07T18:13:56,0.21,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-08,-19.9,-35.9,-26.6,-19.9,-42.7,-28.6,-29.3,77.9,0,0,0,,0,28,,5.4,240.7,1012.9,10,14,73,6.3,3,,2014-03-08T07:19:23,2014-03-08T18:16:58,0.25,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-09,-19.9,-29.9,-25.2,-24.9,-41.2,-31.6,-28.2,76.4,0,0,0,,1.2,28.4,,16.5,56.7,1008.1,65.9,11.7,63.7,5.4,2,,2014-03-09T08:15:52,2014-03-09T19:20:00,0.27,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-10,-26.9,-37.9,-32.4,-35.1,-51,-42.7,-36.7,65.5,0,0,0,,0.7,29.9,,16.5,66.4,1019.1,22.8,13.8,77.4,6.6,3,,2014-03-10T08:12:20,2014-03-10T19:23:02,0.31,Partially cloudy,Becoming cloudy in the afternoon.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-11,-18.9,-37.9,-27.9,-26.4,-48.9,-37,-31.5,71.5,0,0,0,,0,29.8,,20.4,83.8,1017.8,30.7,13.2,63.9,5.5,2,,2014-03-11T08:08:48,2014-03-11T19:26:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-12,-13.9,-21.9,-17.5,-22,-29.1,-26,-20.2,79.5,0,0,0,,0.6,29.3,,22.3,82.1,1007.3,33.2,13.8,106.4,9.2,4,,2014-03-12T08:05:16,2014-03-12T19:29:03,0.37,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-13,-17,-28.9,-22.4,-27.1,-42.3,-33.8,-27.4,64.2,0,0,0,,1,30.1,33.5,27.6,73.8,1015.9,27.2,14,94,8.2,3,,2014-03-13T08:01:44,2014-03-13T19:32:04,0.4,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-14,-15.9,-29.9,-24.5,-23.9,-43.6,-35.6,-29.3,64.8,0,0,0,,0.4,30.9,27.7,22.2,83.9,1021.3,0,14,125.1,10.7,4,,2014-03-14T07:58:11,2014-03-14T19:35:04,0.44,Clear,Clear conditions throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-15,-11.9,-23.9,-16.5,-18,-34.4,-25.3,-18.9,81.7,0,0,0,,0,30.8,35.3,25.9,125.2,1012.3,70.2,11.9,63.9,5.7,2,,2014-03-15T07:54:39,2014-03-15T19:38:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-16,-7.9,-13,-9.9,-11.9,-19.2,-15,-10.7,94.2,0,0,0,,0,29.9,,12.9,90.8,1003.8,81.2,13.8,88.9,7.7,3,,2014-03-16T07:51:06,2014-03-16T19:41:03,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-17,-8.9,-14,-11.7,-10.9,-19.2,-15.7,-13.3,87.9,0,0,0,,0,10.9,,14.7,299.6,1007.5,79.5,12.3,85.5,7.4,3,,2014-03-17T07:47:33,2014-03-17T19:44:03,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-18,-11.9,-22.9,-17.3,-16.5,-28,-22.1,-19.5,83.3,0,0,0,,0,0,33.5,16.5,348.5,1012.1,41.4,11.5,100.2,8.7,4,,2014-03-18T07:43:59,2014-03-18T19:47:02,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-19,-19,-27.9,-23.4,-19,-37.2,-31.9,-27,72.2,0,0,0,,35,21.9,33.5,18.4,20.6,1022.9,25,13.6,127.5,11,5,,2014-03-19T07:40:26,2014-03-19T19:50:01,0.61,Partially cloudy,Partly cloudy throughout the day.,snow,"71020599999,CXLC,71680099999"
wekweti,2014-03-20,-19.9,-29.9,-24.7,-23.9,-38.1,-31.9,-28.7,69.4,0,0,0,,0,34.8,33.5,18.4,348.2,1038.9,0,14,123.1,10.6,4,,2014-03-20T07:36:53,2014-03-20T19:53:00,0.64,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-21,-16.9,-32.9,-24.8,-21.9,-34.8,-28,-29.3,67.6,0,0,0,,0,34.1,,11.1,272.5,1045.5,0,14,144.3,12.5,5,,2014-03-21T07:33:19,2014-03-21T19:55:58,0.68,Clear,Clear conditions throughout the day.,clear-day,"71020599999,CXLC,71680099999"
wekweti,2014-03-22,-12.9,-26.9,-19.5,-21.7,-35.1,-27.8,-23,74.4,0,0,0,,0,33.4,44.3,31.7,268.1,1033,43.5,13.4,89.4,7.7,3,,2014-03-22T07:29:45,2014-03-22T19:58:57,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"71020599999,CXLC,71680099999"
